Date,Conference,Home_Team,Home_Team_Link,Home_Score,Away_Team,Away_Team_Link,Away_Score,OT,Game_Notes,Day
1995-01-21,ECAC,Clarkson,/reports/team/Clarkson/14,5,Vermont,/reports/team/Vermont/55,2,,,Saturday
1995-01-21,ECAC,Colgate,/reports/team/Colgate/15,6,Cornell,/reports/team/Cornell/18,0,,,Saturday
1995-01-21,ECAC,Union,/reports/team/Union/54,2,Yale,/reports/team/Yale/59,5,,,Saturday
1995-01-21,ECAC,St. Lawrence,/reports/team/St-Lawrence/53,6,Dartmouth,/reports/team/Dartmouth/19,3,,,Saturday
1995-01-21,Hockey East,Boston College,/reports/team/Boston-College/9,1,Boston University,/reports/team/Boston-University/10,5,,,Saturday
1995-01-21,Hockey East,Northeastern,/reports/team/Northeastern/41,3,Maine,/reports/team/Maine/25,3,ot,"(NU wins SO, 3-2)",Saturday
1995-01-21,Hockey East,New Hampshire,/reports/team/New-Hampshire/38,7,Mass.-Lowell,/reports/team/Mass-Lowell/26,2,,,Saturday
1995-01-27,CCHA,Notre Dame,/reports/team/Notre-Dame/43,3,Lake Superior,/reports/team/Lake-Superior/24,6,,,Friday
1995-01-27,CCHA,Miami,/reports/team/Miami/30,1,Ferris State,/reports/team/Ferris-State/21,1,ot,,Friday
1995-01-27,CCHA,Western Michigan,/reports/team/Western-Michigan/57,2,Michigan,/reports/team/Michigan/31,2,ot,,Friday
1995-01-27,CCHA,Illinois-Chicago,,5,Bowling Green,/reports/team/Bowling-Green/11,7,,,Friday
1995-01-27,ECAC,Clarkson,/reports/team/Clarkson/14,5,Colgate,/reports/team/Colgate/15,4,ot,,Friday
1995-01-27,ECAC,St. Lawrence,/reports/team/St-Lawrence/53,1,Cornell,/reports/team/Cornell/18,8,,,Friday
1995-01-27,ECAC,Dartmouth,/reports/team/Dartmouth/19,5,Union,/reports/team/Union/54,6,,,Friday
1995-01-27,ECAC,Vermont,/reports/team/Vermont/55,6,RPI,/reports/team/RPI/48,1,,,Friday
1995-01-27,Hockey East,Providence,/reports/team/Providence/46,4,Boston College,/reports/team/Boston-College/9,5,,,Friday
1995-01-27,Hockey East,Maine,/reports/team/Maine/25,7,Massachusetts,/reports/team/Massachusetts/27,2,,,Friday
1995-01-27,Hockey East,Northeastern,/reports/team/Northeastern/41,6,Mass.-Lowell,/reports/team/Mass-Lowell/26,1,,,Friday
1995-01-27,WCHA,Minnesota-Duluth,/reports/team/Minnesota-Duluth/36,6,North Dakota,/reports/team/North-Dakota/40,4,,,Friday
1995-01-27,WCHA,Minnesota,/reports/team/Minnesota/34,6,Wisconsin,/reports/team/Wisconsin/58,2,,,Friday
1995-01-27,WCHA,St. Cloud State,/reports/team/St-Cloud-State/52,1,Colorado College,/reports/team/Colorado-College/16,6,,,Friday
1995-01-27,WCHA,Michigan Tech,/reports/team/Michigan-Tech/33,7,Denver,/reports/team/Denver/20,6,ot,,Friday
1995-01-27,WCHA,Northern Michigan,/reports/team/Northern-Michigan/42,4,Alaska-Anchorage,/reports/team/Alaska-Anchorage/3,5,,,Friday
1995-01-27,Non-Conference,Ohio State,/reports/team/Ohio-State/44,3,Alaska-Fairbanks,/reports/team/Alaska-Fairbanks/4,5,,,Friday
1995-01-27,Non-Conference,Air Force,/reports/team/Air-Force/1,2,Merrimack,/reports/team/Merrimack/29,6,,,Friday
1995-01-27,Non-Conference,409,,5,Villanova,,9,,,Friday
1995-01-27,Non-Conference,Bentley,/reports/team/Bentley/8,2,Army,/reports/team/Army/6,6,,,Friday
1995-01-27,Non-Conference v. D3,Holy Cross,/reports/team/Holy-Cross/23,5,Connecticut Coll,,2,,,Friday
1995-01-27,Non-Conference v. D3,Hamilton,,1,Connecticut,/reports/team/Connecticut/17,5,,,Friday
1995-01-28,CCHA,Notre Dame,/reports/team/Notre-Dame/43,7,Ferris State,/reports/team/Ferris-State/21,2,,,Saturday
1995-01-28,CCHA,Miami,/reports/team/Miami/30,1,Lake Superior,/reports/team/Lake-Superior/24,7,,,Saturday
1995-01-28,CCHA,Michigan State,/reports/team/Michigan-State/32,8,Western Michigan,/reports/team/Western-Michigan/57,1,,,Saturday
1995-01-28,CCHA,Illinois-Chicago,,4,Michigan,/reports/team/Michigan/31,5,ot,,Saturday
1995-01-28,ECAC,St. Lawrence,/reports/team/St-Lawrence/53,5,Colgate,/reports/team/Colgate/15,7,,,Saturday
1995-01-28,ECAC,Vermont,/reports/team/Vermont/55,1,Union,/reports/team/Union/54,1,ot,,Saturday
1995-01-28,ECAC,Dartmouth,/reports/team/Dartmouth/19,4,RPI,/reports/team/RPI/48,9,,,Saturday
1995-01-28,ECAC,Clarkson,/reports/team/Clarkson/14,4,Cornell,/reports/team/Cornell/18,4,ot,,Saturday
1995-01-28,ECAC,Princeton,/reports/team/Princeton/45,1,Yale,/reports/team/Yale/59,4,,,Saturday
1995-01-28,Hockey East,Boston College,/reports/team/Boston-College/9,7,Providence,/reports/team/Providence/46,5,,,Saturday
1995-01-28,Hockey East,Maine,/reports/team/Maine/25,2,Massachusetts,/reports/team/Massachusetts/27,4,,,Saturday
1995-01-28,Hockey East,New Hampshire,/reports/team/New-Hampshire/38,3,Boston University,/reports/team/Boston-University/10,7,,,Saturday
1995-01-28,Hockey East,Mass.-Lowell,/reports/team/Mass-Lowell/26,0,Northeastern,/reports/team/Northeastern/41,8,,,Saturday
1995-01-28,WCHA,Minnesota-Duluth,/reports/team/Minnesota-Duluth/36,6,North Dakota,/reports/team/North-Dakota/40,3,,,Saturday
1995-01-28,WCHA,Minnesota,/reports/team/Minnesota/34,5,Wisconsin,/reports/team/Wisconsin/58,6,,,Saturday
1995-01-28,WCHA,Michigan Tech,/reports/team/Michigan-Tech/33,2,Denver,/reports/team/Denver/20,5,,,Saturday
1995-01-28,WCHA,St. Cloud State,/reports/team/St-Cloud-State/52,4,Colorado College,/reports/team/Colorado-College/16,6,,,Saturday
1995-01-28,WCHA,Northern Michigan,/reports/team/Northern-Michigan/42,5,Alaska-Anchorage,/reports/team/Alaska-Anchorage/3,3,,,Saturday
1995-01-28,Non-Conference,Canisius,/reports/team/Canisius/13,6,Villanova,,2,,,Saturday
1995-01-28,Non-Conference,Ohio State,/reports/team/Ohio-State/44,3,Alaska-Fairbanks,/reports/team/Alaska-Fairbanks/4,5,,,Saturday
1995-01-28,Non-Conference,Air Force,/reports/team/Air-Force/1,5,Merrimack,/reports/team/Merrimack/29,6,,,Saturday
1995-01-28,Non-Conference,Elmira,,5,Army,/reports/team/Army/6,5,ot,,Saturday
1995-01-28,Non-Conference v. D3,Fairfield,,11,WIT,,3,,,Saturday
1995-01-28,Non-Conference v. D3,Williams,,3,Connecticut,/reports/team/Connecticut/17,4,,,Saturday
1995-01-28,Non-Conference v. D3,Holy Cross,/reports/team/Holy-Cross/23,3,Trinity,,4,,,Saturday
1995-02-03,CCHA,Lake Superior,/reports/team/Lake-Superior/24,5,Ohio State,/reports/team/Ohio-State/44,0,,,Friday
1995-02-03,CCHA,Notre Dame,/reports/team/Notre-Dame/43,5,Miami,/reports/team/Miami/30,8,,,Friday
1995-02-03,CCHA,Michigan State,/reports/team/Michigan-State/32,3,Ferris State,/reports/team/Ferris-State/21,3,ot,,Friday
1995-02-03,CCHA,Western Michigan,/reports/team/Western-Michigan/57,3,Michigan,/reports/team/Michigan/31,8,,,Friday
1995-02-03,ECAC,Union,/reports/team/Union/54,2,Clarkson,/reports/team/Clarkson/14,4,,,Friday
1995-02-03,ECAC,Princeton,/reports/team/Princeton/45,5,Harvard,/reports/team/Harvard/22,3,,,Friday
1995-02-03,ECAC,RPI,/reports/team/RPI/48,1,St. Lawrence,/reports/team/St-Lawrence/53,3,,,Friday
1995-02-03,ECAC,Colgate,/reports/team/Colgate/15,5,Dartmouth,/reports/team/Dartmouth/19,1,,,Friday
1995-02-03,ECAC,Yale,/reports/team/Yale/59,2,Brown,/reports/team/Brown/12,2,ot,,Friday
1995-02-03,ECAC,Cornell,/reports/team/Cornell/18,3,Vermont,/reports/team/Vermont/55,2,,,Friday
1995-02-03,Hockey East,Maine,/reports/team/Maine/25,5,Providence,/reports/team/Providence/46,2,,,Friday
1995-02-03,Hockey East,Boston University,/reports/team/Boston-University/10,5,Massachusetts,/reports/team/Massachusetts/27,1,,,Friday
1995-02-03,Hockey East,Merrimack,/reports/team/Merrimack/29,3,Northeastern,/reports/team/Northeastern/41,7,,,Friday
1995-02-03,Hockey East,Boston College,/reports/team/Boston-College/9,7,Mass.-Lowell,/reports/team/Mass-Lowell/26,3,,,Friday
1995-02-03,WCHA,Denver,/reports/team/Denver/20,3,Northern Michigan,/reports/team/Northern-Michigan/42,2,,,Friday
1995-02-03,WCHA,Minnesota,/reports/team/Minnesota/34,3,Michigan Tech,/reports/team/Michigan-Tech/33,3,ot,Winter Carnival,Friday
1995-02-03,WCHA,St. Cloud State,/reports/team/St-Cloud-State/52,2,Minnesota-Duluth,/reports/team/Minnesota-Duluth/36,3,ot,,Friday
1995-02-03,WCHA,North Dakota,/reports/team/North-Dakota/40,2,Wisconsin,/reports/team/Wisconsin/58,4,,,Friday
1995-02-03,WCHA,Colorado College,/reports/team/Colorado-College/16,4,Alaska-Anchorage,/reports/team/Alaska-Anchorage/3,2,,,Friday
1995-02-03,Non-Conference v. D3,409,,3,Wesleyan,,4,ot,,Friday
1995-02-03,Non-Conference v. D3,Connecticut,/reports/team/Connecticut/17,5,Middlebury,,5,ot,,Friday
1995-02-03,Non-Conference v. D3,St. John's,,4,Air Force,/reports/team/Air-Force/1,10,,,Friday
1995-02-03,Non-Conference,Alaska-Fairbanks,/reports/team/Alaska-Fairbanks/4,3,Bowling Green,/reports/team/Bowling-Green/11,6,,,Friday
1995-02-04,CCHA,Ferris State,/reports/team/Ferris-State/21,4,Western Michigan,/reports/team/Western-Michigan/57,2,,,Saturday
1995-02-04,CCHA,Notre Dame,/reports/team/Notre-Dame/43,3,Miami,/reports/team/Miami/30,5,,,Saturday
1995-02-04,CCHA,Lake Superior,/reports/team/Lake-Superior/24,7,Ohio State,/reports/team/Ohio-State/44,2,,,Saturday
1995-02-04,CCHA,Michigan,/reports/team/Michigan/31,5,Michigan State,/reports/team/Michigan-State/32,3,,,Saturday
1995-02-04,ECAC,Yale,/reports/team/Yale/59,2,Harvard,/reports/team/Harvard/22,3,,,Saturday
1995-02-04,ECAC,RPI,/reports/team/RPI/48,2,Clarkson,/reports/team/Clarkson/14,2,ot,,Saturday
1995-02-04,ECAC,Colgate,/reports/team/Colgate/15,0,Vermont,/reports/team/Vermont/55,7,,,Saturday
1995-02-04,ECAC,Union,/reports/team/Union/54,6,St. Lawrence,/reports/team/St-Lawrence/53,0,,,Saturday
1995-02-04,ECAC,Cornell,/reports/team/Cornell/18,6,Dartmouth,/reports/team/Dartmouth/19,5,,,Saturday
1995-02-04,ECAC,Princeton,/reports/team/Princeton/45,3,Brown,/reports/team/Brown/12,1,,,Saturday
1995-02-04,WCHA,Denver,/reports/team/Denver/20,5,Northern Michigan,/reports/team/Northern-Michigan/42,3,,,Saturday
1995-02-04,WCHA,Minnesota,/reports/team/Minnesota/34,8,Michigan Tech,/reports/team/Michigan-Tech/33,1,,Winter Carnival,Saturday
1995-02-04,WCHA,North Dakota,/reports/team/North-Dakota/40,1,Wisconsin,/reports/team/Wisconsin/58,5,,,Saturday
1995-02-04,WCHA,St. Cloud State,/reports/team/St-Cloud-State/52,3,Minnesota-Duluth,/reports/team/Minnesota-Duluth/36,2,,,Saturday
1995-02-04,WCHA,Colorado College,/reports/team/Colorado-College/16,5,Alaska-Anchorage,/reports/team/Alaska-Anchorage/3,6,ot,,Saturday
1995-02-04,Non-Conference,Villanova,,2,Fairfield,,4,,,Saturday
1995-02-04,Non-Conference,Army,/reports/team/Army/6,2,Holy Cross,/reports/team/Holy-Cross/23,3,ot,,Saturday
1995-02-04,Non-Conference,Alaska-Fairbanks,/reports/team/Alaska-Fairbanks/4,1,Bowling Green,/reports/team/Bowling-Green/11,6,,,Saturday
1995-02-04,Non-Conference v. D3,Canisius,/reports/team/Canisius/13,3,Elmira,,3,ot,,Saturday
1995-02-04,Non-Conference v. D3,Connecticut,/reports/team/Connecticut/17,3,Norwich,,4,,,Saturday
1995-02-04,Non-Conference v. D3,St. John's,,1,Air Force,/reports/team/Air-Force/1,7,,,Saturday
1995-02-04,Hockey East,Maine,/reports/team/Maine/25,8,Mass.-Lowell,/reports/team/Mass-Lowell/26,1,,,Saturday
1995-02-07,CCHA,Illinois-Chicago,,4,Western Michigan,/reports/team/Western-Michigan/57,9,,,Tuesday
1995-02-07,Non-Conference,Army,/reports/team/Army/6,5,409,,0,,,Tuesday
1995-02-07,Non-Conference v. D3,Canisius,/reports/team/Canisius/13,2,Fredonia,,2,ot,,Tuesday
1995-02-10,CCHA,Bowling Green,/reports/team/Bowling-Green/11,2,Lake Superior,/reports/team/Lake-Superior/24,7,,,Friday
1995-02-10,CCHA,Michigan,/reports/team/Michigan/31,5,Illinois-Chicago,,4,,,Friday
1995-02-10,CCHA,Miami,/reports/team/Miami/30,3,Michigan State,/reports/team/Michigan-State/32,2,ot,,Friday
1995-02-10,CCHA,Ohio State,/reports/team/Ohio-State/44,1,Notre Dame,/reports/team/Notre-Dame/43,5,,,Friday
1995-02-10,ECAC,Brown,/reports/team/Brown/12,1,Colgate,/reports/team/Colgate/15,8,,,Friday
1995-02-10,ECAC,Clarkson,/reports/team/Clarkson/14,3,Yale,/reports/team/Yale/59,2,,,Friday
1995-02-10,ECAC,Union,/reports/team/Union/54,1,Vermont,/reports/team/Vermont/55,8,,,Friday
1995-02-10,ECAC,RPI,/reports/team/RPI/48,3,Dartmouth,/reports/team/Dartmouth/19,7,,,Friday
1995-02-10,ECAC,Harvard,/reports/team/Harvard/22,2,Cornell,/reports/team/Cornell/18,1,,,Friday
1995-02-10,ECAC,St. Lawrence,/reports/team/St-Lawrence/53,2,Princeton,/reports/team/Princeton/45,5,,,Friday
1995-02-10,Hockey East,New Hampshire,/reports/team/New-Hampshire/38,4,Boston College,/reports/team/Boston-College/9,3,,,Friday
1995-02-10,Hockey East,Massachusetts,/reports/team/Massachusetts/27,2,Merrimack,/reports/team/Merrimack/29,6,,,Friday
1995-02-10,Hockey East,Providence,/reports/team/Providence/46,4,Northeastern,/reports/team/Northeastern/41,4,ot,"(NU wins SO, 1-0)",Friday
1995-02-10,Hockey East,Boston University,/reports/team/Boston-University/10,9,Mass.-Lowell,/reports/team/Mass-Lowell/26,6,,,Friday
1995-02-10,WCHA,Denver,/reports/team/Denver/20,4,North Dakota,/reports/team/North-Dakota/40,1,,,Friday
1995-02-10,WCHA,Alaska-Anchorage,/reports/team/Alaska-Anchorage/3,4,Michigan Tech,/reports/team/Michigan-Tech/33,5,,,Friday
1995-02-10,WCHA,Minnesota-Duluth,/reports/team/Minnesota-Duluth/36,0,Minnesota,/reports/team/Minnesota/34,3,,,Friday
1995-02-10,WCHA,Northern Michigan,/reports/team/Northern-Michigan/42,3,Colorado College,/reports/team/Colorado-College/16,5,,,Friday
1995-02-10,Non-Conference v. D3,Holy Cross,/reports/team/Holy-Cross/23,5,American Int'l,/reports/team/American-Intl/5,3,,,Friday
1995-02-10,Non-Conference v. D3,Air Force,/reports/team/Air-Force/1,4,Mankato State,/reports/team/Mankato-State/35,5,,,Friday
1995-02-10,Non-Conference v. D3,Canisius,/reports/team/Canisius/13,2,RIT,/reports/team/RIT/49,3,,,Friday
1995-02-10,Non-Conference v. D3,Babson,,1,Connecticut,/reports/team/Connecticut/17,3,,,Friday
1995-02-11,CCHA,Bowling Green,/reports/team/Bowling-Green/11,2,Lake Superior,/reports/team/Lake-Superior/24,8,,,Saturday
1995-02-11,CCHA,Michigan,/reports/team/Michigan/31,4,Illinois-Chicago,,5,ot,,Saturday
1995-02-11,CCHA,Ohio State,/reports/team/Ohio-State/44,3,Notre Dame,/reports/team/Notre-Dame/43,4,,,Saturday
1995-02-11,CCHA,Miami,/reports/team/Miami/30,1,Michigan State,/reports/team/Michigan-State/32,0,,,Saturday
1995-02-11,Hockey East,Mass.-Lowell,/reports/team/Mass-Lowell/26,5,New Hampshire,/reports/team/New-Hampshire/38,2,,,Saturday
1995-02-11,Hockey East,Massachusetts,/reports/team/Massachusetts/27,0,Maine,/reports/team/Maine/25,7,,,Saturday
1995-02-11,WCHA,Wisconsin,/reports/team/Wisconsin/58,4,St. Cloud State,/reports/team/St-Cloud-State/52,5,,,Saturday
1995-02-11,WCHA,Denver,/reports/team/Denver/20,1,North Dakota,/reports/team/North-Dakota/40,3,,,Saturday
1995-02-11,WCHA,Alaska-Anchorage,/reports/team/Alaska-Anchorage/3,7,Michigan Tech,/reports/team/Michigan-Tech/33,4,,,Saturday
1995-02-11,WCHA,Minnesota-Duluth,/reports/team/Minnesota-Duluth/36,1,Minnesota,/reports/team/Minnesota/34,4,,,Saturday
1995-02-11,WCHA,Northern Michigan,/reports/team/Northern-Michigan/42,1,Colorado College,/reports/team/Colorado-College/16,4,,,Saturday
1995-02-11,Non-Conference,Holy Cross,/reports/team/Holy-Cross/23,2,Connecticut,/reports/team/Connecticut/17,6,,,Saturday
1995-02-11,Non-Conference,Royal Military,,1,Army,/reports/team/Army/6,6,,,Saturday
1995-02-11,Non-Conference v. D3,Mercyhurst,/reports/team/Mercyhurst/28,2,Canisius,/reports/team/Canisius/13,2,ot,,Saturday
1995-02-11,Non-Conference v. D3,409,,5,Suffolk,,6,,,Saturday
1995-02-11,Non-Conference v. D3,Sacred Heart,/reports/team/Sacred-Heart/51,4,Villanova,,3,,,Saturday
1995-02-11,Non-Conference v. D3,Air Force,/reports/team/Air-Force/1,5,Mankato State,/reports/team/Mankato-State/35,3,,,Saturday
1995-02-11,ECAC,Union,/reports/team/Union/54,5,Dartmouth,/reports/team/Dartmouth/19,6,,,Saturday
1995-02-11,ECAC,Brown,/reports/team/Brown/12,5,Cornell,/reports/team/Cornell/18,4,,,Saturday
1995-02-11,ECAC,St. Lawrence,/reports/team/St-Lawrence/53,4,Yale,/reports/team/Yale/59,0,,,Saturday
1995-02-11,ECAC,RPI,/reports/team/RPI/48,1,Vermont,/reports/team/Vermont/55,2,,,Saturday
1995-02-11,ECAC,Clarkson,/reports/team/Clarkson/14,6,Princeton,/reports/team/Princeton/45,3,,,Saturday
1995-02-17,CCHA,Lake Superior,/reports/team/Lake-Superior/24,6,Illinois-Chicago,,4,,,Friday
1995-02-17,CCHA,Western Michigan,/reports/team/Western-Michigan/57,1,Michigan State,/reports/team/Michigan-State/32,4,,,Friday
1995-02-17,CCHA,Bowling Green,/reports/team/Bowling-Green/11,3,Michigan,/reports/team/Michigan/31,4,,,Friday
1995-02-17,CCHA,Ferris State,/reports/team/Ferris-State/21,4,Ohio State,/reports/team/Ohio-State/44,1,,,Friday
1995-02-17,ECAC,Dartmouth,/reports/team/Dartmouth/19,2,Harvard,/reports/team/Harvard/22,1,,,Friday
1995-02-17,ECAC,Cornell,/reports/team/Cornell/18,2,Clarkson,/reports/team/Clarkson/14,1,,,Friday
1995-02-17,ECAC,Princeton,/reports/team/Princeton/45,4,Union,/reports/team/Union/54,7,,,Friday
1995-02-17,ECAC,Yale,/reports/team/Yale/59,3,RPI,/reports/team/RPI/48,4,,,Friday
1995-02-17,ECAC,Colgate,/reports/team/Colgate/15,4,St. Lawrence,/reports/team/St-Lawrence/53,5,ot,,Friday
1995-02-17,ECAC,Vermont,/reports/team/Vermont/55,2,Brown,/reports/team/Brown/12,4,,,Friday
1995-02-17,Hockey East,Boston University,/reports/team/Boston-University/10,1,Providence,/reports/team/Providence/46,8,,,Friday
1995-02-17,Hockey East,Merrimack,/reports/team/Merrimack/29,4,Boston College,/reports/team/Boston-College/9,1,,,Friday
1995-02-17,Hockey East,Northeastern,/reports/team/Northeastern/41,2,New Hampshire,/reports/team/New-Hampshire/38,5,,,Friday
1995-02-17,Hockey East,Massachusetts,/reports/team/Massachusetts/27,4,Mass.-Lowell,/reports/team/Mass-Lowell/26,7,,,Friday
1995-02-17,WCHA,Alaska-Anchorage,/reports/team/Alaska-Anchorage/3,1,St. Cloud State,/reports/team/St-Cloud-State/52,7,,,Friday
1995-02-17,WCHA,Michigan Tech,/reports/team/Michigan-Tech/33,5,Northern Michigan,/reports/team/Northern-Michigan/42,3,,,Friday
1995-02-17,WCHA,Colorado College,/reports/team/Colorado-College/16,3,North Dakota,/reports/team/North-Dakota/40,5,,,Friday
1995-02-17,WCHA,Minnesota,/reports/team/Minnesota/34,5,Denver,/reports/team/Denver/20,1,,,Friday
1995-02-17,Non-Conference,Miami,/reports/team/Miami/30,3,Alaska-Fairbanks,/reports/team/Alaska-Fairbanks/4,2,,,Friday
1995-02-17,Non-Conference,Army,/reports/team/Army/6,2,Air Force,/reports/team/Air-Force/1,5,,,Friday
1995-02-17,Non-Conference v. D3,Villanova,,11,WIT,,3,,,Friday
1995-02-17,Non-Conference v. D3,Connecticut,/reports/team/Connecticut/17,4,St. Anselm,,2,,,Friday
1995-02-17,Non-Conference v. D3,Norwich,,3,Holy Cross,/reports/team/Holy-Cross/23,4,,,Friday
1995-02-18,CCHA,Lake Superior,/reports/team/Lake-Superior/24,7,Illinois-Chicago,,2,,,Saturday
1995-02-18,CCHA,Bowling Green,/reports/team/Bowling-Green/11,4,Western Michigan,/reports/team/Western-Michigan/57,4,ot,,Saturday
1995-02-18,CCHA,Ferris State,/reports/team/Ferris-State/21,1,Ohio State,/reports/team/Ohio-State/44,7,,,Saturday
1995-02-18,CCHA,Michigan,/reports/team/Michigan/31,7,Michigan State,/reports/team/Michigan-State/32,1,,"at Joe Louis Arena, Detroit",Saturday
1995-02-18,ECAC,Vermont,/reports/team/Vermont/55,5,Harvard,/reports/team/Harvard/22,0,,,Saturday
1995-02-18,ECAC,Colgate,/reports/team/Colgate/15,8,Clarkson,/reports/team/Clarkson/14,5,,,Saturday
1995-02-18,ECAC,Yale,/reports/team/Yale/59,5,Union,/reports/team/Union/54,2,,,Saturday
1995-02-18,ECAC,Cornell,/reports/team/Cornell/18,2,St. Lawrence,/reports/team/St-Lawrence/53,5,,,Saturday
1995-02-18,ECAC,Princeton,/reports/team/Princeton/45,2,RPI,/reports/team/RPI/48,2,ot,,Saturday
1995-02-18,ECAC,Dartmouth,/reports/team/Dartmouth/19,0,Brown,/reports/team/Brown/12,5,,,Saturday
1995-02-18,Hockey East,Mass.-Lowell,/reports/team/Mass-Lowell/26,7,Massachusetts,/reports/team/Massachusetts/27,4,,,Saturday
1995-02-18,Hockey East,Boston College,/reports/team/Boston-College/9,0,Merrimack,/reports/team/Merrimack/29,4,,,Saturday
1995-02-18,Hockey East,New Hampshire,/reports/team/New-Hampshire/38,5,Northeastern,/reports/team/Northeastern/41,1,,,Saturday
1995-02-18,Hockey East,Providence,/reports/team/Providence/46,3,Boston University,/reports/team/Boston-University/10,6,,,Saturday
1995-02-18,WCHA,Alaska-Anchorage,/reports/team/Alaska-Anchorage/3,2,St. Cloud State,/reports/team/St-Cloud-State/52,5,,,Saturday
1995-02-18,WCHA,Colorado College,/reports/team/Colorado-College/16,3,North Dakota,/reports/team/North-Dakota/40,2,,,Saturday
1995-02-18,WCHA,Northern Michigan,/reports/team/Northern-Michigan/42,8,Michigan Tech,/reports/team/Michigan-Tech/33,3,,,Saturday
1995-02-18,WCHA,Minnesota,/reports/team/Minnesota/34,0,Denver,/reports/team/Denver/20,3,,,Saturday
1995-02-18,Non-Conference,Miami,/reports/team/Miami/30,2,Alaska-Fairbanks,/reports/team/Alaska-Fairbanks/4,6,,,Saturday
1995-02-18,Non-Conference,Army,/reports/team/Army/6,6,Air Force,/reports/team/Air-Force/1,9,,,Saturday
1995-02-18,Non-Conference v. D3,Middlebury,,4,Holy Cross,/reports/team/Holy-Cross/23,1,,,Saturday
1995-02-18,Non-Conference v. D3,Wesleyan,,5,Fairfield,,2,,,Saturday
1995-02-18,Non-Conference v. D3,Connecticut,/reports/team/Connecticut/17,10,New England Coll,,8,,,Saturday
1995-02-18,Non-Conference v. D3,Cortland,,3,Canisius,/reports/team/Canisius/13,14,,,Saturday
1995-02-18,Non-Conference v. D3,Villanova,,11,WIT,,3,,,Saturday
1995-02-24,CCHA,Illinois-Chicago,,5,Miami,/reports/team/Miami/30,5,ot,,Friday
1995-02-24,CCHA,Western Michigan,/reports/team/Western-Michigan/57,2,Lake Superior,/reports/team/Lake-Superior/24,3,,,Friday
1995-02-24,CCHA,Ohio State,/reports/team/Ohio-State/44,5,Bowling Green,/reports/team/Bowling-Green/11,7,,,Friday
1995-02-24,CCHA,Notre Dame,/reports/team/Notre-Dame/43,1,Michigan State,/reports/team/Michigan-State/32,4,,,Friday
1995-02-24,CCHA,Ferris State,/reports/team/Ferris-State/21,2,Michigan,/reports/team/Michigan/31,6,,,Friday
1995-02-24,ECAC,Vermont,/reports/team/Vermont/55,3,Clarkson,/reports/team/Clarkson/14,2,,,Friday
1995-02-24,ECAC,Brown,/reports/team/Brown/12,2,Union,/reports/team/Union/54,2,ot,,Friday
1995-02-24,ECAC,Colgate,/reports/team/Colgate/15,6,Yale,/reports/team/Yale/59,3,,,Friday
1995-02-24,ECAC,Dartmouth,/reports/team/Dartmouth/19,4,St. Lawrence,/reports/team/St-Lawrence/53,5,,,Friday
1995-02-24,ECAC,Harvard,/reports/team/Harvard/22,5,RPI,/reports/team/RPI/48,3,,,Friday
1995-02-24,ECAC,Cornell,/reports/team/Cornell/18,3,Princeton,/reports/team/Princeton/45,4,ot,,Friday
1995-02-24,Hockey East,Providence,/reports/team/Providence/46,6,New Hampshire,/reports/team/New-Hampshire/38,6,ot,"(PC wins SO, 1-0)",Friday
1995-02-24,Hockey East,Boston University,/reports/team/Boston-University/10,4,Merrimack,/reports/team/Merrimack/29,1,,,Friday
1995-02-24,Hockey East,Northeastern,/reports/team/Northeastern/41,7,Massachusetts,/reports/team/Massachusetts/27,3,,,Friday
1995-02-24,WCHA,St. Cloud State,/reports/team/St-Cloud-State/52,5,Northern Michigan,/reports/team/Northern-Michigan/42,3,,,Friday
1995-02-24,WCHA,North Dakota,/reports/team/North-Dakota/40,3,Minnesota,/reports/team/Minnesota/34,3,ot,,Friday
1995-02-24,WCHA,Wisconsin,/reports/team/Wisconsin/58,4,Denver,/reports/team/Denver/20,3,,,Friday
1995-02-24,WCHA,Minnesota-Duluth,/reports/team/Minnesota-Duluth/36,5,Alaska-Anchorage,/reports/team/Alaska-Anchorage/3,4,,,Friday
1995-02-24,Non-Conference v. D3,Mass.-Boston,,2,Connecticut,/reports/team/Connecticut/17,6,,,Friday
1995-02-24,Non-Conference v. D3,Wesleyan,,4,Villanova,,5,,,Friday
1995-02-24,Non-Conference v. D3,Holy Cross,/reports/team/Holy-Cross/23,2,Bowdoin,,6,,,Friday
1995-02-25,CCHA,Western Michigan,/reports/team/Western-Michigan/57,4,Lake Superior,/reports/team/Lake-Superior/24,4,ot,,Saturday
1995-02-25,CCHA,Illinois-Chicago,,2,Miami,/reports/team/Miami/30,5,,,Saturday
1995-02-25,CCHA,Michigan State,/reports/team/Michigan-State/32,6,Ferris State,/reports/team/Ferris-State/21,1,,,Saturday
1995-02-25,CCHA,Michigan,/reports/team/Michigan/31,3,Notre Dame,/reports/team/Notre-Dame/43,6,,,Saturday
1995-02-25,ECAC,Dartmouth,/reports/team/Dartmouth/19,1,Clarkson,/reports/team/Clarkson/14,6,,,Saturday
1995-02-25,ECAC,Cornell,/reports/team/Cornell/18,4,Yale,/reports/team/Yale/59,2,,,Saturday
1995-02-25,ECAC,Harvard,/reports/team/Harvard/22,3,Union,/reports/team/Union/54,5,,,Saturday
1995-02-25,ECAC,Vermont,/reports/team/Vermont/55,4,St. Lawrence,/reports/team/St-Lawrence/53,5,,,Saturday
