Team,Player,No,Position,Position,Yr,Ht,Wt,DOB,Hometown,Position,Position,Height_Inches,Draft_Year,NHL_Team,D_Round,Last Team,League
Minnesota Duluth,Cole Spicer,11,Forwards,Forwards,So,5-10,178,6/13/2004,"Grand Forks, N.D.",Forwards,Forwards,70,2022,BOS,4,U.S. Under-18,
Minnesota Duluth,Ben Steeves,6,Forwards,Forwards,So,5-8,165,5/10/2002,"Bedford, N.H.",Forwards,Forwards,68,,,,Sioux City,USHL
Minnesota Duluth,Zach Sandy,31,Goaltenders,Goaltenders,So,6-0,175,12/5/2002,"Fargo, N.D.",Goaltenders,Goaltenders,72,,,,Minot,NAHL
Minnesota Duluth,Zach Stejskal,35,Goaltenders,Goaltenders,Sr,6-5,217,12/20/1999,"Cohasset, Minn.",Goaltenders,Goaltenders,77,,,,Wilkes-Barrie/Scranton,NAHL
Minnesota Duluth,Matthew Thiessen,36,Goaltenders,Goaltenders,Gr,6-2,215,6/9/2000,"Altona, Man.",Goaltenders,Goaltenders,74,2018,VAN,7,Maine,HEA
Mercyhurst,Jake Beaune,3,Defensemen,Defensemen,Jr,6-3,195,6/13/2000,"Livonia, Mich.",Defensemen,Defensemen,75,,,,Lincoln,USHL
Mercyhurst,Adrien Bisson,29,Defensemen,Defensemen,Gr,6-2,185,1/18/1999,"Cornwall, Ont.",Defensemen,Defensemen,74,,,,Maine,Hockey East
Mercyhurst,Tyler DesRochers,7,Defensemen,Defensemen,Fr,6-0,185,4/2/2003,"Howell, N.J.",Defensemen,Defensemen,72,,,,Johnstown,NAHL
Mercyhurst,Dustin Geregach,12,Defensemen,Defensemen,Jr,6-0,181,11/14/2001,"McKees Rocks, Pa.",Defensemen,Defensemen,72,,,,Johnstown,NAHL
Mercyhurst,Nicholas Kent,27,Defensemen,Defensemen,So,5-10,195,2/1/2001,"Ladera Ranch, Calif.",Defensemen,Defensemen,70,,,,Vernon,BCHL
Mercyhurst,Jackson McCarthy,5,Defensemen,Defensemen,Fr,6-1,205,9/27/2002,"West Seneca, N.Y.",Defensemen,Defensemen,73,,,,Northeast,NAHL
Mercyhurst,Tyler Nasca,28,Defensemen,Defensemen,So,5-10,165,1/9/2001,"Wheatfield, N.Y.",Defensemen,Defensemen,70,,,,Lone Star,NAHL
Mercyhurst,Trent Sambrook,6,Defensemen,Defensemen,Fr,6-0,165,1/3/2002,"Winnipeg, Man.",Defensemen,Defensemen,72,,,,Winkler,MJHL
Mercyhurst,Jaryd Sych,4,Defensemen,Defensemen,Fr,6-2,194,2/10/2003,"Airdrie, Alb.",Defensemen,Defensemen,74,,,,Notre Dame,SJHL
Mercyhurst,Steven Agriogianis,10,Forwards,Forwards,Sr,5-9,175,1/7/1999,"East Hanover, N.J.",Forwards,Forwards,69,,,,Northeastern,HEA
Mercyhurst,Tommy Bannister,15,Forwards,Forwards,So,5-9,180,9/5/2001,"Clayton, N.Y.",Forwards,Forwards,69,,,,New Jersey,NAHL
Mercyhurst,Barrett Brooks,11,Forwards,Forwards,So,5-8,170,12/19/2001,"Stevens Point, Wis.",Forwards,Forwards,68,,,,Madison,USHL
Mercyhurst,Mickey Burns,21,Forwards,Forwards,Sr,5-9,175,4/3/2000,"Wayne, N.J.",Forwards,Forwards,69,,,,Vermont,HEA
Mercyhurst,Ryan Coughlin,16,Forwards,Forwards,So,6-0,180,2/9/2001,"Rochester, N.Y.",Forwards,Forwards,72,,,,New Jersey,NAHL
Mercyhurst,Garrett Dahm,19,Forwards,Forwards,Jr,6-1,175,6/29/2000,"Belleville, Ill.",Forwards,Forwards,73,,,,Youngstown,USHL
Mercyhurst,Davis Fry,18,Forwards,Forwards,Fr,6-4,194,8/4/2003,"Regina, Sask.",Forwards,Forwards,76,,,,Steinbach,MJHL
Mercyhurst,Tyler Gaulin,8,Forwards,Forwards,So,6-0,180,11/9/2001,"Kingston, N.H.",Forwards,Forwards,72,,,,Maine,NAHL
Mercyhurst,Kyler Head,22,Forwards,Forwards,Sr,6-4,210,7/13/1999,"Malone, N.Y.",Forwards,Forwards,76,,,,New Jersey,NAHL
Mercyhurst,Sean James,9,Forwards,Forwards,Fr,6-0,161,9/10/2002,"Almonte, Ont.",Forwards,Forwards,72,,,,Smith's Falls,CCHL
Mercyhurst,Will Margel,39,Forwards,Forwards,Jr,5-9,165,3/16/2001,"Potomac, Md.",Forwards,Forwards,69,,,,Johnstown,NAHL
Mercyhurst,Connor Pelc,37,Forwards,Forwards,Fr,6-2,200,4/28/2003,"Buffalo, N.Y.",Forwards,Forwards,74,,,,Sioux Falls,USHL
Mercyhurst,Marko Reifenberger,24,Forwards,Forwards,Sr,6-0,190,1/19/1999,"Hastings, Minn.",Forwards,Forwards,72,,,,Minnesota,NAHL
Mercyhurst,Cameron Ricotta,23,Forwards,Forwards,Fr,5-8,170,5/17/2002,"Cheektowaga, N.Y.",Forwards,Forwards,68,,,,Fairbanks,NAHL
Mercyhurst,Boris Skalos,14,Forwards,Forwards,Fr,5-11,175,1/16/2003,"Clifton, N.J.",Forwards,Forwards,71,,,,Fargo,USHL
Mercyhurst,Spencer Smith,26,Forwards,Forwards,Fr,5-8,174,5/20/2002,"St. Catharines, Ont.",Forwards,Forwards,68,,,,Minnesota,NAHL
Mercyhurst,Keanan Stewart,20,Forwards,Forwards,Sr,6-3,195,4/29/2000,"Elmira, Ont.",Forwards,Forwards,75,,,,Burlington,OJHL
Mercyhurst,Philip Waugh,2,Forwards,Forwards,Sr,6-4,217,1/10/2000,"McLean, Va.",Forwards,Forwards,76,,,,Brooks,AJHL
Mercyhurst,Simon Bucheler,44,Goaltenders,Goaltenders,Fr,6-2,185,3/29/2002,"St-Laurent, Que.",Goaltenders,Goaltenders,74,,,,Shreveport,NAHL
Mercyhurst,Matt Lenz,1,Goaltenders,Goaltenders,Jr,5-11,170,6/2/1999,"Calgary, Alb.",Goaltenders,Goaltenders,71,,,,Steinbach,MJHL
Mercyhurst,Owen Say,31,Goaltenders,Goaltenders,So,6-2,175,6/5/2001,"London, Ont.",Goaltenders,Goaltenders,74,,,,Salmon Arm,BCHL
St Lawrence,Drake Burgin,16,Defensemen,Defensemen,Jr,5-11,180,10/22/2000,"Winnipeg, Man.",Defensemen,Defensemen,71,,,,Cranbrook,BCHL
St Lawrence,Philippe Chapleau,9,Defensemen,Defensemen,Jr,5-8,170,7/6/2000,"Longueuil, Que.",Defensemen,Defensemen,68,,,,Penticton,BCHL
St Lawrence,Luke Erickson,3,Defensemen,Defensemen,Sr,6-2,210,4/15/1999,"Woodbury, Minn.",Defensemen,Defensemen,74,,,,Fairbanks,NAHL
St Lawrence,Jake Lammens,26,Defensemen,Defensemen,Fr,6-1,185,10/3/2002,"Norwalk, Conn.",Defensemen,Defensemen,73,,,,Salmon Arm,BCHL
St Lawrence,Tucker McIntosh,24,Defensemen,Defensemen,Sr,6-1,175,5/20/2001,"Toronto, Ont.",Defensemen,Defensemen,73,,,,Ottawa Jr. Senators,CCHL
St Lawrence,Evan Mitchell,15,Defensemen,Defensemen,Fr,5-11,185,2/13/2002,"Kanata, Ont.",Defensemen,Defensemen,71,,,,Blackfalds,AJHL
St Lawrence,Anthony Mollica,2,Defensemen,Defensemen,So,6-3,215,6/7/2001,"Jenison, Mich.",Defensemen,Defensemen,75,,,,New Jersey,NAHL
St Lawrence,Jan Olenginski,23,Defensemen,Defensemen,Fr,5-9,165,3/23/2003,"Philadelphia, Pa.",Defensemen,Defensemen,69,,,,Madison,USHL
St Lawrence,Luc Salem,7,Defensemen,Defensemen,Sr,5-10,175,7/9/1999,"Santa Monica, Calif.",Defensemen,Defensemen,70,,,,Topeka,NAHL
St Lawrence,Mason Waite,4,Defensemen,Defensemen,Jr,6-1,200,4/4/2000,"Winnipeg, Man.",Defensemen,Defensemen,73,,,,Prince George,BCHL
St Lawrence,Will Arquiett,11,Forwards,Forwards,Jr,5-8,170,6/25/2000,"Brasher Falls, N.Y.",Forwards,Forwards,68,,,,Aberdeen,NAHL
St Lawrence,Josh Boyer,28,Forwards,Forwards,Gr,6-3,200,10/7/1999,"Wasilla, Alaska",Forwards,Forwards,75,,,,Omaha,NCHC
St Lawrence,Cameron Buhl,21,Forwards,Forwards,Gr,5-10,184,12/3/1998,"South St. Paul, Minn.",Forwards,Forwards,70,,,,Minnesota,NAHL
St Lawrence,Tyler Cristall,18,Forwards,Forwards,So,5-9,170,5/13/2002,"North Vancouver, B.C.",Forwards,Forwards,69,,,,West Kelowna ,BCHL
St Lawrence,Max Dorrington,19,Forwards,Forwards,Sr,6-3,205,8/30/2001,"North Reading, Mass.",Forwards,Forwards,75,,,,Cushing Academy,PREP
St Lawrence,Felikss Gavars,25,Forwards,Forwards,So,5-11,184,5/15/2002,"Riga, Latvia",Forwards,Forwards,71,,,,Fargo ,USHL
St Lawrence,Greg Lapointe,12,Forwards,Forwards,Jr,5-9,175,1/1/2001,"Granby, Que.",Forwards,Forwards,69,,,,Coquitlam,BCHL
St Lawrence,Jan Lasak,34,Forwards,Forwards,So,6-1,200,8/11/2002,"Banska Stiavnica, Slovakia",Forwards,Forwards,73,,,,Janesville,NAHL
St Lawrence,Oak MacLeod,8,Forwards,Forwards,Jr,5-10,185,4/4/2002,"Caledonia, Ont.",Forwards,Forwards,70,,,,Jersey,USPHL
St Lawrence,Tomáš Mazura,10,Forwards,Forwards,Jr,6-4,200,9/23/2000,"Pardubice, Czech Republic",Forwards,Forwards,76,2019,EDM,6,Providence,
St Lawrence,Reilly Moran,17,Forwards,Forwards,Sr,5-11,176,4/24/2000,"Hingham, Mass.",Forwards,Forwards,71,,,,Powell River,BCHL
St Lawrence,Ty Naaykens,22,Forwards,Forwards,Jr,6-1,190,1/27/2001,"Winnipeg, Man.",Forwards,Forwards,73,,,,Fairbanks,NAHL
St Lawrence,Justin Paul,14,Forwards,Forwards,Sr,5-11,188,4/10/2000,"Thunder Bay, Ont.",Forwards,Forwards,71,,,,Wellington,OJHL
St Lawrence,Logan Ritchie,27,Forwards,Forwards,Sr,5-11,180,7/27/1999,"O'Fallon, Mo.",Forwards,Forwards,71,,,,Kenai River,NAHL
St Lawrence,Gunnar Thoreson,29,Forwards,Forwards,Fr,5-10,185,3/19/2002,"Andover, Minn.",Forwards,Forwards,70,,,,Minnesota,NAHL
St Lawrence,Nicholas Trela,20,Forwards,Forwards,Sr,6-2,185,8/26/1999,"Trenton, Mich.",Forwards,Forwards,74,,,,Amarillo,NAHL
St Lawrence,Grant Adams,35,Goaltenders,Goaltenders,Sr,6-2,195,9/22/2000,"South Bend, Ind.",Goaltenders,Goaltenders,74,,,,Salmon Arm,BCHL
St Lawrence,Ben Kraws,33,Goaltenders,Goaltenders,Fr,6-5,195,8/2/2000,"Cranbury, N.J.",Goaltenders,Goaltenders,77,,,,Arizona State,Independents
St Lawrence,Mason Kucenski,32,Goaltenders,Goaltenders,Fr,6-3,175,4/8/2002,"Gill, Mass.",Goaltenders,Goaltenders,75,,,,Madison,USHL
St Lawrence,Cameron Smith,1,Goaltenders,Goaltenders,Fr,6-2,175,1/21/2002,"Westchester, N.Y.",Goaltenders,Goaltenders,74,,,,PAL,NCDC
Northeastern,Vinny Borgesi,22,Defensemen,Defensemen,So,5-8,175,3/2/2004,"Philadelphia, Pa.",Defensemen,Defensemen,68,,,,Tri City,USHL
Northeastern,Patrick Dawson,10,Defensemen,Defensemen,Gr,6-0,190,1/14/1999,"Medway, Mass.",Defensemen,Defensemen,72,,,,Sacred Heart,AHA
Northeastern,Jackson Dorrington,8,Defensemen,Defensemen,So,6-2,210,4/13/2004,"North Reading, Mass.",Defensemen,Defensemen,74,2022,VAN,6,Des Moines,USHL
Northeastern,Braden Doyle,17,Defensemen,Defensemen,Jr,6-0,185,8/24/2001,"Lynnfield, Mass.",Defensemen,Defensemen,72,2019,LAK,6,Boston University,HEA
Northeastern,Michael Fisher,16,Defensemen,Defensemen,Fr,6-3,195,5/2/2004,"Westborough, Mass.",Defensemen,Defensemen,75,2022,SJS,3,Youngstown,USHL
Northeastern,Kyle Furey,24,Defensemen,Defensemen,So,6-0,180,2/5/2002,"Marblehead, Mass.",Defensemen,Defensemen,72,,,,Lone Star,NAHL
Northeastern,Nolan Hayes,3,Defensemen,Defensemen,Fr,6-1,181,8/14/2002,"Boston, Mass.",Defensemen,Defensemen,73,,,,West Kelowna,BCHL
Northeastern,Hunter McDonald,5,Defensemen,Defensemen,So,6-4,215,5/11/2002,"Fairport, N.Y.",Defensemen,Defensemen,76,2022,PHI,6,Chicago,USHL
Northeastern,Matthew Staudacher,25,Defensemen,Defensemen,Gr,6-2,200,2/7/2000,"Fenton, Mich.",Defensemen,Defensemen,74,,,,Minnesota,B10
Northeastern,Pito Walton,4,Defensemen,Defensemen,Gr,6-2,210,3/17/2000,"Peapack, N.J.",Defensemen,Defensemen,74,,,,Princeton,ECAC
Northeastern,Alex Campbell,27,Forwards,Forwards,Sr,5-11,175,2/27/2001,"Chateauguay, Que.",Forwards,Forwards,71,2019,NSH,3,Clarkson,ECAC
Northeastern,Matt Choupani,9,Forwards,Forwards,Jr,5-10,185,1/2/2002,"Montréal, Que.",Forwards,Forwards,70,,,,Des Moines,USHL
Northeastern,Matt DeMelis,21,Forwards,Forwards,Gr,6-0,190,6/2/1999,"Hingham, Mass.",Forwards,Forwards,72,,,,Youngstown,USHL
Northeastern,Brett Edwards,20,Forwards,Forwards,Gr,5-10,192,9/10/1998,"Grande Prairie, Alb.",Forwards,Forwards,70,,,,Denver,NCHC
Northeastern,Gunnarwolfe Fontaine,11,Forwards,Forwards,Sr,5-10,175,9/16/2000,"East Greenwich, R.I.",Forwards,Forwards,70,2020,NSH,7,Chicago,USHL
Northeastern,Dylan Hryckowian,13,Forwards,Forwards,Fr,5-10,180,5/19/2004,"L'Île-Bizard, Que.",Forwards,Forwards,70,,,,Cedar Rapids,USHL
Northeastern,Justin Hryckowian,29,Forwards,Forwards,Jr,5-10,195,2/23/2001,"L'Île-Bizard, Que.",Forwards,Forwards,70,,,,Sioux City,USHL
Northeastern,Cam Lund,12,Forwards,Forwards,So,6-2,195,6/7/2004,"Bridgewater, Mass.",Forwards,Forwards,74,2022,SJS,2,Green Bay,USHL
Northeastern,Anthony Messuri,28,Forwards,Forwards,So,5-8,170,7/24/2001,"Arlington, Mass.",Forwards,Forwards,68,,,,Utica,NCDC
Northeastern,Andy Moore,18,Forwards,Forwards,Fr,5-11,195,1/21/2002,"Cumberland, Maine",Forwards,Forwards,71,,,,Cedar Rapids,USHL
Northeastern,Billy Norcross,19,Forwards,Forwards,Fr,6-2,187,3/16/2003,"Lynn, Mass.",Forwards,Forwards,74,,,,Penticton,BCHL
Northeastern,Michael Outzen,7,Forwards,Forwards,Sr,6-0,180,7/29/1999,"Lone Tree, Colo.",Forwards,Forwards,72,,,,New Jersey,NAHL
Northeastern,Eli Sebastian,23,Forwards,Forwards,Fr,5-11,190,5/19/2004,"Burlington, Ont.",Forwards,Forwards,71,,,,Green Bay,USHL
Northeastern,Liam Walsh,14,Forwards,Forwards,Gr,6-1,195,7/14/1999,"Bridgeville, Pa.",Forwards,Forwards,73,,,,Merrimack,HEA
Northeastern,Jack Williams,15,Forwards,Forwards,So,5-11,185,3/2/2002,"Biddeford, Maine",Forwards,Forwards,71,,,,Muskegon,USHL
Northeastern,Harrison Chesney,35,Goaltenders,Goaltenders,So,6-2,175,12/7/2001,"Malverne, N.Y.",Goaltenders,Goaltenders,74,,,,PAL,NCDC
Northeastern,Connor Hopkins,1,Goaltenders,Goaltenders,Fr,6-1,200,3/9/2000,"Malden, Mass.",Goaltenders,Goaltenders,73,,,,Yale,ECAC
Northeastern,Grant Riley,37,Goaltenders,Goaltenders,So,6-4,200,8/28/2002,"Rochester, N.Y.",Goaltenders,Goaltenders,76,,,,Chilliwack,BCHL
Northeastern,Cameron Whitehead,39,Goaltenders,Goaltenders,Fr,6-3,185,6/13/2003,"Orleans, Ont.",Goaltenders,Goaltenders,75,2022,VGK,4,Lincoln,USHL
Harvard,Kyle Aucoin,33,Defensemen,Defensemen,Jr,6-0,175,7/2/2002,"Ottawa, Ont.",Defensemen,Defensemen,72,2020,DET,6,Muskegon,USHL
Harvard,Jack Bar,24,Defensemen,Defensemen,Jr,6-2,195,10/7/2002,"Newmarket, Ont.",Defensemen,Defensemen,74,2021,DAL,5,St. Andrew's College,
Harvard,Ryan Healey,9,Defensemen,Defensemen,So,6-0,172,5/19/2004,"Hull, Mass.",Defensemen,Defensemen,72,2022,MIN,4,Sioux Falls,USHL
Harvard,David Hejduk,10,Defensemen,Defensemen,Fr,6-0,194,1/3/2004,"Parker, Colo.",Defensemen,Defensemen,72,,,,Wenatchee,BCHL
Harvard,Christian Jimenez,43,Defensemen,Defensemen,Jr,5-9,195,3/15/2002,"Yorktown Heights, N.Y.",Defensemen,Defensemen,69,,,,Sioux City,USHL
Harvard,Mason Langenbrunner,22,Defensemen,Defensemen,So,6-3,179,9/14/2002,"Dallas, Texas",Defensemen,Defensemen,75,2020,BOS,5,Fargo,USHL
Harvard,Ian Moore,2,Defensemen,Defensemen,Jr,6-3,185,1/4/2002,"Concord, Mass.",Defensemen,Defensemen,75,2020,ANA,3,Chicago,USHL
Harvard,Matthew Morden,14,Defensemen,Defensemen,Fr,6-4,203,7/29/2004,"Hamilton, Ont.",Defensemen,Defensemen,76,,,,Muskegon,USHL
Harvard,Michael Callow,18,Forwards,Forwards,Fr,6-4,181,1/15/2004,"Boston, Mass.",Forwards,Forwards,76,,,,Muskegon,USHL
Harvard,Ryan Drkulec,26,Forwards,Forwards,Sr,6-6,197,9/22/2000,"Frisco, Texas",Forwards,Forwards,78,,,,Waterloo,USHL
Harvard,Ryan Fine,11,Forwards,Forwards,Fr,5-9,183,3/14/2005,"Center Moriches, N.Y.",Forwards,Forwards,69,,,,USA U-18 Team,NTDP
Harvard,Alex Gaffney,8,Forwards,Forwards,Jr,5-8,170,6/25/2002,"West Orange, N.J.",Forwards,Forwards,68,,,,Waterloo,USHL
Harvard,Salvatore Guzzo,23,Forwards,Forwards,Fr,5-11,168,4/17/2005,"Old Tappan, N.J.",Forwards,Forwards,71,,,,USA U-18 Team,NTDP
Harvard,Marek Hejduk,13,Forwards,Forwards,So,6-0,184,1/3/2004,"Parker, Colo.",Forwards,Forwards,72,,,,USA U-18 Team,NTDP
Harvard,Cam Johnson,21,Forwards,Forwards,Fr,5-9,146,11/28/2004,"Vancouver, B.C.",Forwards,Forwards,69,,,,Chicago,USHL
Harvard,Zakary Karpa,59,Forwards,Forwards,Jr,6-2,190,3/25/2002,"Newport Beach, Calif.",Forwards,Forwards,74,2022,NYR,6,Des Moines,USHL
Harvard,Luke Khozozian,15,Forwards,Forwards,Jr,5-10,180,4/21/2001,"Lexington, Mass.",Forwards,Forwards,70,,,,East Coast,EHL
Harvard,Tommy Lyons,20,Forwards,Forwards,Jr,6-0,185,4/1/2000,"Westwood, Mass.",Forwards,Forwards,72,,,,Chilliwack,BCHL
Harvard,Ben MacDonald,19,Forwards,Forwards,Fr,6-0,181,2/24/2004,"Weston, Mass.",Forwards,Forwards,72,2022,SEA,3,West Kelowna,BCHL
Harvard,Joe Miller,12,Forwards,Forwards,So,5-8,147,9/15/2002,"Minneapolis, Minn.",Forwards,Forwards,68,2020,TOR,6,Chicago,USHL
Harvard,Casey Severo,29,Forwards,Forwards,So,5-9,177,2/1/2001,"Pittsford, N.Y.",Forwards,Forwards,69,,,,Madison,USHL
Harvard,Philip Tresca,7,Forwards,Forwards,So,6-0,190,4/10/2002,"Boston, Mass.",Forwards,Forwards,72,,,,Muskegon,USHL
Harvard,Aku Koskenvuo,30,Goaltenders,Goaltenders,So,6-4,173,2/26/2003,"Espoo, Finland",Goaltenders,Goaltenders,76,2021,VAN,5,HIFK U-20,
Harvard,Max Miller,1,Goaltenders,Goaltenders,Sr,6-2,180,8/2/2001,"Ann Arbor, Mich.",Goaltenders,Goaltenders,74,,,,Odessa,NAHL
Harvard,Derek Mullahy,35,Goaltenders,Goaltenders,Sr,6-0,175,3/20/2001,"Scituate, Mass.",Goaltenders,Goaltenders,72,,,,Dexter Southfield PS,NEPrep
Yale,Rhys Bentham,22,Defensemen,Defensemen,Fr,5-10,180,5/15/2002,"Calgary, Alb.",Defensemen,Defensemen,70,,,,Cranbrook,BCHL
Yale,Ryan Conroy,8,Defensemen,Defensemen,Sr,5-9,185,2/6/2001,"Chestermere, Alb.",Defensemen,Defensemen,69,,,,Spruce Grove,AJHL
Yale,Owen Forester,20,Defensemen,Defensemen,Fr,5-10,180,6/17/2003,"Mississauga, Ont.",Defensemen,Defensemen,70,,,,Milton,OJHL
Yale,Bayard Hall,2,Defensemen,Defensemen,So,6-2,190,8/16/2002,"Oldwick, N.J.",Defensemen,Defensemen,74,,,,Youngstown,USHL
Yale,Tucker Hartmann,7,Defensemen,Defensemen,So,5-10,175,4/4/2002,"Southboro, Mass.",Defensemen,Defensemen,70,,,,Salmon Arm,BCHL
Yale,Dylan Herzog,5,Defensemen,Defensemen,Jr,6-1,205,1/9/2001,"Auburn, Wash.",Defensemen,Defensemen,73,,,,Dubuque ,USHL
Yale,Jason Marsella,4,Defensemen,Defensemen,So,5-11,200,11/20/2002,"Greenwich, Conn.",Defensemen,Defensemen,71,,,,Powell River,BCHL
Yale,Kieran O'Hearn,25,Defensemen,Defensemen,Jr,6-3,205,5/13/2000,"North Delta, B.C.",Defensemen,Defensemen,75,,,,Surrey,BCHL
Yale,Connor Sullivan,6,Defensemen,Defensemen,Jr,5-11,185,9/7/2000,"Plymouth, Mass.",Defensemen,Defensemen,71,,,,Boston,NCDC
Yale,Niklas Allain,11,Forwards,Forwards,Sr,6-2,190,9/8/1999,"North Branford, Conn.",Forwards,Forwards,74,,,,Boston,NCDC
Yale,David Andreychuk,3,Forwards,Forwards,Fr,6-1,197,4/2/2002,"Los Angeles, Calif.",Forwards,Forwards,73,,,,Northeast,NAHL
Yale,Elan Bar-Lev-Wise,26,Forwards,Forwards,So,6-0,185,2/1/2001,"Vancouver, B.C.",Forwards,Forwards,72,,,,West Kelowna,BCHL
Yale,Ian Carpentier,27,Forwards,Forwards,Sr,6-0,190,6/22/2000,"Worcester, Mass.",Forwards,Forwards,72,,,,Boston,NCDC
Yale,David Chen,24,Forwards,Forwards,So,6-0,175,4/1/2003,"Livingston, N.J.",Forwards,Forwards,72,,,,Cedar Rapids,USHL
Yale,Reilly Connors,10,Forwards,Forwards,Sr,6-1,200,3/17/2000,"Madison, Conn.",Forwards,Forwards,73,,,,Brooks,AJHL
Yale,William Dineen,17,Forwards,Forwards,Jr,6-2,200,11/17/2000,"Hinsdale, Ill.",Forwards,Forwards,74,,,,Sioux Falls ,USHL
Yale,Briggs Gammill,21,Forwards,Forwards,Jr,5-10,180,5/9/2001,"New Canaan, Conn.",Forwards,Forwards,70,,,,Connecticut,NCDC
Yale,Iisai Pesonen,13,Forwards,Forwards,Fr,5-11,180,2/20/2004,"Kuopio, Finland",Forwards,Forwards,71,,,,KalPa U20,
Yale,Will Richter,12,Forwards,Forwards,Fr,6-2,183,8/20/2004,"Greenwich, Conn.",Forwards,Forwards,74,,,,Penticton,BCHL
Yale,Ryan Stevens,14,Forwards,Forwards,Sr,6-0,190,3/4/2000,"Duxbury, Mass.",Forwards,Forwards,72,,,,South Shore,NCDC
Yale,Kalen Szeto,15,Forwards,Forwards,So,5-7,160,10/12/2002,"Vancouver, B.C.",Forwards,Forwards,67,,,,Victoria ,BCHL
Yale,JoJo Tanaka-Campbell,19,Forwards,Forwards,So,5-10,170,1/11/2001,"Mill Bay, B.C.",Forwards,Forwards,70,,,,Vernon,BCHL
Yale,Seiya Tanaka-Campbell,18,Forwards,Forwards,Fr,5-9,175,2/12/2003,"Mill Bay, B.C.",Forwards,Forwards,69,,,,Vernon,BCHL
Yale,Henry Wagner,9,Forwards,Forwards,Sr,5-9,175,5/11/2001,"St. Louis, Mo.",Forwards,Forwards,69,,,,Drayton Valley,AJHL
Yale,Teddy Wooding,16,Forwards,Forwards,Sr,6-0,185,12/30/1999,"Wrentham, Mass.",Forwards,Forwards,72,,,,Vernon,BCHL
Yale,Luke Pearson,30,Goaltenders,Goaltenders,Jr,6-2,185,1/29/2001,"Whitby, Ont.",Goaltenders,Goaltenders,74,,,,Alberni Valley,BCHL
Yale,Nathan Reid,47,Goaltenders,Goaltenders,Sr,6-2,205,7/12/2000,"Sun Prairie, Wis.",Goaltenders,Goaltenders,74,,,,Sioux Falls,USHL
Yale,Jack Stark,1,Goaltenders,Goaltenders,Fr,5-10,165,6/19/2003,"Chaska, Minn.",Goaltenders,Goaltenders,70,,,,Chicago,USHL
Maine,Luke Antonacci,3,Defensemen,Defensemen,So,5-9,170,11/26/2002,"Princeton, N.J.",Defensemen,Defensemen,69,,,,Sioux City,USHL
Maine,Grayson Arnott,23,Defensemen,Defensemen,So,5-9,155,6/14/2001,"Toronto, Ont.",Defensemen,Defensemen,69,,,,Penticton,BCHL
Maine,David Breazeale,37,Defensemen,Defensemen,Jr,6-4,205,4/22/2000,"Jenison, Mich.",Defensemen,Defensemen,76,,,,Shreveport,NAHL
Maine,Brandon Chabrier,15,Defensemen,Defensemen,So,6-0,180,7/19/2002,"Bayville, N.Y.",Defensemen,Defensemen,72,,,,Madison ,USHL
Maine,Brandon Holt,4,Defensemen,Defensemen,So,5-11,180,4/30/2001,"Grand Forks, N.D.",Defensemen,Defensemen,71,,,,New Mexico,NAHL
Maine,Ryan Hopkins,5,Defensemen,Defensemen,Fr,6-1,185,4/15/2004,"Lunenburg, N.S.",Defensemen,Defensemen,73,,,,Penticton,BCHL
Maine,Liam Lesakowski,6,Defensemen,Defensemen,Fr,6-5,220,12/12/2003,"Buffalo, N.Y.",Defensemen,Defensemen,77,,,,Cedar Rapids,USHL
Maine,Bodie Nobes,34,Defensemen,Defensemen,Fr,5-10,190,7/18/2003,"Kitchener, Ont.",Defensemen,Defensemen,70,,,,Green Bay,USHL
Maine,Lynden Breen,27,Forwards,Forwards,Sr,5-9,175,5/31/2001,"Grand Bay-Westfield, N.B.",Forwards,Forwards,69,,,,Fargo,USHL
Maine,Anthony Calafiore,28,Forwards,Forwards,Fr,5-8,170,4/6/2002,"Staten Island, N.Y.",Forwards,Forwards,68,,,,New Jersey,NAHL
Maine,Aidan Carney,16,Forwards,Forwards,So,6-4,210,9/8/2001,"Paradise Valley, Ariz.",Forwards,Forwards,76,,,,Amarillo,NAHL
Maine,Thomas Freel,26,Forwards,Forwards,So,5-11,190,6/26/2001,"Aberdeen, Great Britain",Forwards,Forwards,71,,,,Ottawa,CCHL
Maine,Cole Hanson,10,Forwards,Forwards,Jr,5-11,175,9/19/2000,"Grand Forks, N.D.",Forwards,Forwards,71,,,,Colgate,ECAC
Maine,Parker Lindauer,18,Forwards,Forwards,So,5-11,180,5/17/2001,"Madison, Wis.",Forwards,Forwards,71,,,,Muskegon,USHL
Maine,Josh Nadeau,20,Forwards,Forwards,Fr,5-8,165,10/22/2003,"St-François-de-Madawaska, NB",Forwards,Forwards,68,,,,Penticton,BCHL
Maine,Bradly Nadeau,82,Forwards,Forwards,Fr,5-10,170,5/5/2005,"St-François-de-Madawaska, NB",Forwards,Forwards,70,2023,CAR,1,Penticton,BCHL
Maine,Nicholas Niemo,25,Forwards,Forwards,Jr,5-11,180,3/28/2001,"Middlebury, Vt.",Forwards,Forwards,71,,,,Bentley,AHA
Maine,Reid Pabich,21,Forwards,Forwards,So,5-11,180,10/5/2001,"Verona, Wis.",Forwards,Forwards,71,,,,Madison,USHL
Maine,Ben Poisson,12,Forwards,Forwards,Gr,6-1,200,8/31/1999,"Vancouver, B.C.",Forwards,Forwards,73,,,,Prince George,BCHL
